Propidium Iodide PE-A,Alexa-647 APC-A
292287.59375,5844.39990234375
279111.59375,7227.7001953125
295335.6875,5964.5
297774.5,6785.2998046875
282355.6875,5249.7001953125
285940.0,8458.2001953125
282510.40625,5109.5
286333.90625,6720.60009765625
275692.1875,5048.7998046875
287304.5,6249.39990234375
283203.3125,6120.2001953125
279242.09375,5153.2998046875
287189.0,6504.2001953125
293786.09375,6264.5
296556.59375,6308.89990234375
293973.59375,8438.2001953125
279377.90625,5787.5
294352.8125,8188.0
290905.90625,6614.60009765625
287742.0,6592.89990234375
277047.40625,5263.10009765625
285359.40625,6787.60009765625
299271.40625,7966.10009765625
291060.6875,8330.2001953125
288580.8125,6363.60009765625
295037.5,6931.60009765625
286407.5,5457.7001953125
297063.5,7188.89990234375
291622.0,7353.7998046875
285835.5,5717.2998046875
289225.40625,6710.7001953125
285545.0,5234.89990234375
282567.1875,5820.5
285995.40625,5190.10009765625
283718.5,5353.7998046875
281442.90625,5459.2001953125
282759.1875,6622.7001953125
275605.3125,6425.0
285647.3125,6839.7001953125
277724.3125,5371.5
294612.0,6123.7001953125
285375.59375,7705.2001953125
280009.3125,6053.7001953125
276265.3125,5891.89990234375
287835.09375,6659.0
274606.09375,5975.7998046875
281046.0,6117.7001953125
291289.8125,5544.5
289708.59375,5745.89990234375
277559.3125,5743.2001953125
285403.1875,6848.60009765625
296251.6875,6556.10009765625
293308.0,6312.0
285384.59375,5886.7001953125
284317.6875,6581.60009765625
275354.8125,5800.5
287037.5,6679.5
282672.0,5440.89990234375
289995.1875,7488.89990234375
279598.8125,5778.60009765625
287010.5,6597.2001953125
293461.40625,7007.2001953125
278472.40625,5580.60009765625
291578.0,7035.10009765625
288596.59375,5508.5
284203.6875,4823.2001953125
277572.90625,5441.2998046875
299390.0,8393.0
288116.09375,5538.7001953125
289992.8125,7961.39990234375
274794.5,5564.2001953125
278561.1875,4891.10009765625
277957.09375,6754.7001953125
289175.5,5710.5
289238.3125,6608.10009765625
281871.6875,6022.10009765625
282637.09375,5516.7001953125
297366.8125,7373.60009765625
275711.8125,5020.7998046875
282158.09375,5337.2998046875
291253.1875,5893.89990234375
288628.0,7762.0
281625.1875,5433.89990234375
291233.3125,5985.60009765625
291397.6875,6851.10009765625
282703.3125,5964.0
294073.3125,6953.39990234375
282008.1875,6078.5
281462.0,6238.0
295053.3125,7368.7998046875
284541.09375,5823.2001953125
294661.59375,8177.7001953125
291157.8125,6594.89990234375
288434.5,6351.7001953125
291391.0,5620.0
290355.40625,6061.7001953125
282898.0,6601.2998046875
290412.1875,6969.10009765625
276628.0,6218.60009765625
292216.0,7054.5
277448.09375,5733.7998046875
291124.5,5623.10009765625
285164.5,5211.10009765625
298179.0,6364.0
279257.1875,6345.10009765625
284470.5,6920.89990234375
294143.1875,6491.89990234375
284304.8125,5215.2001953125
276537.1875,6706.10009765625
285044.0,5684.2001953125
293030.09375,6673.10009765625
284009.0,5858.89990234375
279862.0,6480.0
295485.8125,7061.60009765625
272971.59375,5303.7998046875
273603.6875,5292.5
278151.0,6089.10009765625
276391.3125,6089.7998046875
287283.40625,5519.60009765625
279093.6875,5472.10009765625
280699.40625,5656.2998046875
276798.3125,6430.2001953125
277862.0,6048.10009765625
278594.0,6328.0
274527.6875,6122.10009765625
283066.0,6742.60009765625
296210.3125,6783.0
283882.0,7247.5
278581.8125,6821.10009765625
288293.09375,6847.0
291443.8125,6489.2001953125
279317.3125,7313.5
283388.1875,6308.10009765625
286425.0,5592.2001953125
296623.6875,7203.60009765625
295914.3125,6945.2998046875
283172.09375,6394.39990234375
290202.1875,5439.89990234375
295511.90625,6946.5
283137.8125,5536.89990234375
296414.6875,5899.5
287574.90625,7025.0
272233.6875,6070.89990234375
284674.40625,6546.89990234375
286317.6875,6858.39990234375
286755.90625,6795.60009765625
283025.5,5385.7998046875
290063.3125,6223.39990234375
286401.09375,7214.5
286673.90625,6262.5
287252.1875,5841.10009765625
274216.0,5129.60009765625
285932.90625,5471.10009765625
291145.1875,5930.2001953125
295239.09375,6775.7998046875
285088.59375,6785.5
297089.6875,6874.39990234375
291615.6875,6253.39990234375
276181.40625,5941.2001953125
297153.1875,6629.7001953125
293732.90625,5659.89990234375
274047.40625,5451.0
286061.59375,6006.39990234375
288798.6875,5457.39990234375
293391.6875,6149.89990234375
293067.0,8082.2998046875
283606.3125,5475.89990234375
294404.40625,7610.60009765625
292707.6875,7280.5
284538.5,7324.7998046875
292412.0,6336.2998046875
299646.3125,8519.400390625
280767.40625,5610.39990234375
283531.40625,5871.10009765625
279476.5,6694.7998046875
286607.40625,6243.7001953125
277281.90625,5575.5
282267.6875,6447.89990234375
293942.5,5901.39990234375
282745.6875,7004.89990234375
297052.40625,7389.39990234375
281451.90625,5597.39990234375
279969.3125,5733.39990234375
276263.40625,5918.89990234375
296980.1875,6029.0
288731.8125,5660.10009765625
288052.90625,7148.10009765625
292602.0,7274.60009765625
276443.3125,6528.89990234375
289832.5,5804.2001953125
285711.8125,7807.0
289537.5,5754.7998046875
277509.40625,6428.0
278039.6875,5277.89990234375
283180.90625,5231.39990234375
276450.5,5534.89990234375
292763.3125,5478.10009765625
288798.40625,7383.60009765625
295182.1875,6249.2998046875
272976.0,5571.39990234375
280092.59375,5287.39990234375
276855.90625,6735.5
282373.6875,5696.2001953125
298679.6875,6977.5
275393.3125,6284.7998046875
283067.90625,5744.39990234375
287769.40625,5335.89990234375
281671.59375,8341.599609375
283889.5,6431.60009765625
287666.5,6832.2998046875
281288.40625,5616.7001953125
286039.40625,6781.5
296829.6875,7136.5
293546.09375,7215.89990234375
296679.90625,8160.0
287523.8125,6447.7998046875
274273.6875,5608.7001953125
298460.90625,8211.099609375
288593.6875,6298.2001953125
287169.09375,5100.89990234375
296637.6875,7095.89990234375
292458.59375,5684.39990234375
275404.40625,5014.39990234375
276744.6875,5819.89990234375
290175.0,8511.599609375
286677.6875,5866.2001953125
287680.1875,6119.5
273388.09375,5562.39990234375
293150.5,6217.10009765625
281477.40625,4910.89990234375
283296.90625,7498.7001953125
289224.90625,5807.2001953125
296014.5,7704.0
283266.90625,5930.2001953125
292350.5,6413.60009765625
273552.0,6234.60009765625
292369.90625,6962.60009765625
290425.1875,7171.60009765625
280029.6875,6482.10009765625
279418.5,5352.7998046875
284106.09375,6283.2001953125
292684.40625,5986.0
275389.09375,6137.7998046875
277097.09375,7016.0
279982.40625,6499.2001953125
297145.59375,7905.89990234375
283389.09375,5938.5
287076.0,6656.0
298803.0,6447.2001953125
296957.1875,6832.10009765625
293835.8125,6279.2001953125
282011.6875,5986.0
285735.6875,5566.2998046875
279156.3125,7181.10009765625
280850.09375,5160.0
277050.09375,5728.89990234375
286012.0,6357.10009765625
277079.3125,7585.60009765625
296718.8125,6471.89990234375
283896.09375,6044.60009765625
284070.5,5598.0
279333.40625,5902.10009765625
293734.59375,6613.2998046875
277134.90625,5724.2001953125
293333.1875,6074.60009765625
287976.40625,6096.0
292585.5,5969.5
275353.3125,5025.5
281652.3125,5249.2998046875
297019.09375,7057.89990234375
283835.0,6453.0
284210.09375,6479.2998046875
298532.8125,6516.7998046875
278833.40625,6861.7001953125
289578.59375,5660.5
296593.40625,7189.5
294006.5,6067.7001953125
279653.6875,6807.60009765625
298639.6875,7203.39990234375
294103.8125,6938.5
291957.3125,7417.2001953125
290171.8125,6323.7998046875
296390.59375,6875.0
283787.90625,5478.2001953125
297501.90625,7027.2001953125
285996.09375,6304.7001953125
286327.0,7599.0
284534.5,6595.7001953125
283771.3125,7496.0
293138.3125,7191.7998046875
295547.3125,6285.10009765625
291794.09375,6810.0
297273.5,6275.0
285581.0,7756.7001953125
285124.3125,4865.2998046875
287925.1875,5986.10009765625
298317.1875,6110.7001953125
276268.5,7098.10009765625
280527.0,6173.39990234375
279012.09375,6116.89990234375
289248.6875,6419.2001953125
279434.90625,6483.2998046875
286482.59375,5046.2998046875
278802.3125,4795.5
292565.90625,7258.39990234375
298711.09375,7707.0
291108.40625,5475.5
284293.09375,4823.10009765625
299845.5,8038.7998046875
286141.3125,8131.7001953125
292108.59375,6483.89990234375
291708.59375,8313.900390625
276197.40625,5638.89990234375
275358.0,5524.89990234375
291658.8125,6058.7001953125
291741.3125,6555.60009765625
286192.0,6111.39990234375
285891.59375,5586.5
280862.09375,6259.7998046875
284620.40625,6123.89990234375
288641.90625,6011.7998046875
275535.0,5517.10009765625
284558.59375,6916.89990234375
280924.1875,5479.7001953125
276448.0,5666.7998046875
290378.0,5507.39990234375
285826.5,5947.60009765625
290078.5,7168.7998046875
293970.0,7112.60009765625
277956.40625,5443.7998046875
277286.8125,5975.10009765625
274651.3125,5156.7001953125
289331.59375,6735.60009765625
274241.90625,6219.2998046875
293599.0,8708.2998046875
292966.90625,6474.7998046875
281924.40625,6259.89990234375
279650.8125,6357.7001953125
289435.59375,5396.5
285812.90625,6536.60009765625
281098.09375,6094.10009765625
286794.90625,7456.2001953125
298974.40625,8121.89990234375
282674.40625,6056.2998046875
294733.0,5860.89990234375
297490.8125,7522.2001953125
286171.09375,6101.2998046875
282775.40625,5066.89990234375
282923.40625,6079.60009765625
288175.0,7470.39990234375
282952.5,4961.2998046875
280687.0,4820.89990234375
287342.40625,6473.7998046875
297893.59375,7795.2998046875
283307.5,5815.39990234375
278452.09375,5827.7998046875
294292.0,7173.7998046875
298979.59375,8368.2998046875
289605.6875,5705.7001953125
277560.59375,4850.7998046875
291554.1875,6314.7998046875
286649.8125,7335.2001953125
279174.40625,6090.5
294905.5,6944.10009765625
288615.40625,6101.2998046875
292387.5,6232.39990234375
299363.40625,7820.7998046875
286710.5,7158.60009765625
279231.5,6217.10009765625
275424.8125,6583.7001953125
278311.59375,4865.60009765625
298659.09375,7623.2001953125
277106.09375,5791.2001953125
