DNA content,Total MTBP (GFP)
1134.69993412597,47065.30078125
1940.66519305198,25582.599609375
2113.7414652282,32995.30078125
1292.11659238714,14413.2998046875
1008.24706426474,12246.599609375
838.107902865382,6626.7001953125
1945.01581624595,39899.69921875
2313.84428201032,77676.296875
1141.18207967051,22143.80078125
2238.04097382715,31238.099609375
1093.74228089642,11717.2001953125
1143.7097108531,14309.0
1245.77141335022,68893.0
1204.95381885537,12731.5
1046.53736184607,15923.7001953125
1276.43001410155,21885.69921875
1911.92585380033,24336.30078125
1941.70699827822,34883.30078125
1049.12237588336,13282.099609375
1551.72364673222,18082.0
1951.87412590213,33598.1015625
1341.95354598874,18745.099609375
1034.76507421262,31361.80078125
1618.98749475082,20434.30078125
2161.22683601699,52168.30078125
1353.01918883665,22701.69921875
1385.18779433941,22046.30078125
1235.49408836068,15620.599609375
1007.31189086754,12826.2001953125
1413.30093622513,16736.599609375
1411.71215539936,19748.30078125
1050.19136832619,9231.2998046875
1015.24086431184,19367.599609375
1895.27524355566,24046.69921875
1667.6781283345,25013.80078125
964.017696932741,31448.30078125
1001.42229293724,14075.7001953125
1027.0079150634,12880.0
2007.13214363978,26016.599609375
1127.83482766564,12776.2998046875
1188.33875255371,13263.099609375
1973.19113217619,31551.69921875
1147.00070113781,12827.2001953125
1301.53674009269,22442.30078125
1073.70251668742,11180.2998046875
1918.41245626563,29047.19921875
1141.51724011121,15615.5
1673.90177247531,14576.7998046875
1814.55717743409,21592.30078125
1768.77535318047,10494.7998046875
1987.64046926049,14888.2998046875
1838.29083756397,32040.80078125
1729.16614132504,21855.19921875
1413.07207334441,29082.599609375
1447.49732924791,19937.0
1280.02730626508,27853.5
1451.56348947476,17155.69921875
1568.32589938672,64957.5
1663.14956257943,13356.0
1144.7678952631,44734.19921875
1080.70734761339,22689.19921875
1390.52328559698,21334.30078125
2150.27350757209,25758.30078125
996.915788939902,12489.599609375
1117.25944610067,13210.7998046875
1211.55685837537,13852.7998046875
936.54133759974,16168.2001953125
1114.06617380349,11750.7998046875
1421.34233549544,20158.80078125
1836.66562141104,23706.099609375
1781.43623938924,25819.19921875
1264.90976533674,15400.7998046875
1310.90162198089,22123.80078125
1107.62358343064,25551.69921875
