DNA content,Total MTBP (GFP)
1676.05145677796,59843.6015625
1095.43624505198,47042.8984375
1284.2895710051,38247.30078125
1469.04275271062,35904.1015625
1611.80862106941,52061.6015625
1319.62715858693,44536.30078125
1786.75245446455,57484.6015625
1469.38682699282,30964.599609375
966.126043295397,44962.0
888.05538810168,36558.1015625
927.986166789516,40732.1015625
1023.16426660519,39330.30078125
1047.93683496281,55707.0
929.701914145258,42984.6015625
1820.48922753458,40192.0
973.157281476826,23979.80078125
1650.35073467333,66562.703125
1760.81952678864,66781.203125
1668.04036456878,59848.6015625
1645.96467895937,46961.69921875
996.389872290936,61338.0
971.444709677122,50332.80078125
1069.7080014617,46477.30078125
1046.68042900227,19841.69921875
1618.08864525776,45701.69921875
1411.23114222699,55688.80078125
1206.15261911517,40263.19921875
1195.04730967255,68786.703125
1017.74743654386,44944.0
1188.64538870158,48539.80078125
1186.80490327624,44509.80078125
1319.4791888179,35215.19921875
1845.4225793084,30823.80078125
998.551033164526,38070.69921875
1998.4832660707,74768.296875
1034.23592629611,55823.6015625
1024.46847304081,50900.19921875
983.69945898218,32950.69921875
1001.0059051158,54962.69921875
1049.37240913765,41046.5
1194.2661228874,43260.6015625
1892.06158084602,65877.0
2003.41618596117,83112.8984375
1220.5134863225,54558.30078125
1858.39622993107,76712.5
1083.46918998159,46010.69921875
1410.07523982946,52970.30078125
1019.66257539183,47375.30078125
1171.61148327206,52945.19921875
1031.07764082685,57366.19921875
1079.37105134833,44939.0
1136.37150225474,33287.80078125
1533.81362210549,43509.30078125
1142.02822607565,35507.30078125
1429.06818477637,18251.19921875
1200.00518831924,46016.69921875
1305.50094825729,57399.19921875
1043.45005283981,32949.69921875
1542.943847116,32209.80078125
1149.2936754427,42552.80078125
1238.21570701907,19245.80078125
1464.10136467071,46502.19921875
1067.81336444919,43655.5
1017.99390426155,43108.19921875
1646.22106332574,47952.19921875
1865.05085830879,51893.80078125
1105.22932560161,38342.5
1056.73412799299,60028.6015625
1287.12339264348,40605.5
1747.57288976979,55245.1015625
1895.05952859116,74973.703125
1667.87356430956,59124.0
1100.87257414161,33675.80078125
1895.40716840997,91640.3984375
1326.28836092276,47825.30078125
968.329544916149,47042.5
1010.29981054099,26655.0
949.456045445439,25957.900390625
1886.30323923192,32997.30078125
2023.07833755929,50259.8984375
1725.96896922219,74555.296875
1057.93783086561,38335.19921875
1864.23401615761,42318.19921875
2153.03746697765,100857.703125
1223.97317105775,30567.0
1742.14146329299,41958.1015625
1946.74265019207,66696.5
1863.81941110447,41493.19921875
933.743059904373,45460.5
1018.043821774,33319.19921875
1888.37882722703,58287.1015625
1224.30253750147,56213.0
1038.80237587759,39590.5
938.892474720467,37444.6015625
1266.29820757461,31585.30078125
1270.76292793988,46696.0
1002.44170213669,9322.0
1851.25624288324,58675.8984375
1320.39018342001,46232.1015625
1384.03467751734,69037.5
893.31165759285,42692.69921875
1871.03717141946,59794.30078125
1206.77480525242,25297.400390625
1266.75348202963,56493.30078125
925.865731029316,55019.3984375
869.931375567257,24891.900390625
1788.37399365785,36169.6015625
1867.52645494157,38267.0
1809.39428043272,72723.296875
1516.55497644696,36628.5
1653.55793484788,64105.69921875
1851.13144910213,83890.296875
1125.87879656975,29427.0
1257.03639197885,44638.3984375
1607.45554656903,47108.3984375
1107.18613665864,58729.80078125
1134.90428394254,40175.80078125
850.037129820874,12008.7998046875
1746.76418149898,66416.796875
2004.36996700252,96649.703125
1197.84625590603,28176.5
1032.89885006993,42670.5
1632.62466945073,63894.1015625
882.40434685473,32862.69921875
1961.94542972983,72629.0
932.366428506497,43113.0
1909.0101362431,58449.5
1680.88197891411,58295.1015625
1682.98675974016,50056.69921875
852.018843922608,24566.0
1464.18905458655,34275.19921875
2050.9525884926,107548.0
871.571188135653,32607.599609375
1777.54412191783,46066.5
1098.0344070055,17499.599609375
852.074833989579,15644.900390625
1798.97689670848,37882.5
950.006252312514,52446.6015625
1526.44510644601,50701.6015625
1212.58908122198,59307.30078125
2074.93683899186,96879.0
1103.49502631323,51526.0
1503.62310945636,46581.30078125
1050.98536875851,54828.5
2266.31278209172,98814.6015625
997.44638535566,37015.1015625
1824.1260748698,65527.80078125
2073.42839416269,77508.6015625
1803.72763996313,61534.80078125
1537.60233901541,36961.69921875
1474.50515478666,50477.5
1717.01980661732,66105.6015625
1910.58521203755,58642.0
1105.54030724722,40477.0
1084.55890710593,43395.6015625
1065.64975226919,50578.80078125
1719.32960579805,22216.099609375
954.987641216184,35283.19921875
1521.78884991134,68908.5
1049.69609300741,34773.69921875
1033.63156784188,30333.400390625
2004.96474307713,67989.5
1142.79615352156,76808.5
1370.61656047248,47093.1015625
1306.44715253335,16338.599609375
1890.34878620028,72848.0
1280.44369408651,59107.1015625
964.439544482102,35316.3984375
1827.01059398176,59969.8984375
2077.2809564624,152326.5
1242.51039585758,55013.19921875
1213.5089896656,59889.3984375
1254.73762367698,80601.703125
1344.89433372522,35025.6015625
1652.85407563781,49618.69921875
1440.41082524914,37243.80078125
2062.08530799785,61418.3984375
1437.41610877154,68594.203125
1165.76968581684,26664.19921875
1091.79048387525,54859.80078125
1650.526114505,52929.8984375
1300.73159735849,29411.599609375
875.833062895108,40826.30078125
1060.27827137653,39590.3984375
984.34303833905,57860.8984375
978.478399164966,37351.1015625
2111.13416658714,84646.203125
967.961514684892,45294.1015625
1522.04590281582,54459.3984375
959.874209130814,40324.1015625
1767.08528883058,66231.3984375
957.198942448256,33751.5
1941.14876895379,76758.296875
1018.19246008114,47249.30078125
1680.24274505498,85705.203125
1830.00486476728,62670.5
1098.02772162436,14374.599609375
934.700740751378,27849.30078125
1284.32232937264,74960.8984375
1524.74646252366,34361.3984375
1812.7199232763,69928.1015625
1044.92975053012,24095.099609375
1314.79841921908,44474.69921875
1194.04717665536,37218.1015625
1662.63645957763,43621.80078125
2155.73590964813,79857.8984375
1114.20378123177,59819.0
1529.96072553672,64838.19921875
2030.09397651808,72778.8984375
1829.08997035951,70605.203125
1491.34696693168,38294.80078125
1736.08328233516,31084.599609375
1411.14490081041,34297.3984375
2199.13138710707,56278.19921875
1887.83619712524,48706.0
975.047350145557,45191.6015625
1685.04229159188,51932.19921875
1744.97684485363,42625.8984375
931.294650488191,45529.80078125
1016.54807916897,54658.0
1051.42794098938,35332.19921875
1145.87610860857,28158.80078125
1381.82226205508,17859.599609375
1296.79569064068,24779.19921875
1071.8698308734,47176.6015625
1362.52524368973,30126.69921875
1505.51250958697,42772.19921875
1941.72750011369,81943.203125
957.402178034636,33188.5
1271.28427624507,40826.5
