DNA content,Total MTBP (GFP)
1239.94532654066,15186.7998046875
1734.43778719281,19627.80078125
1509.43894534818,20480.599609375
921.450538195926,8596.2998046875
1120.67244459103,10241.7001953125
1604.64189249706,22540.80078125
995.267842491129,13788.900390625
2080.07477723702,31310.30078125
1776.71613746477,20000.30078125
1070.02221437485,10692.099609375
1725.09396425517,21615.30078125
1206.44142758002,18337.19921875
1886.35360243644,25218.0
997.160028197218,11655.7998046875
2072.37410955834,30786.30078125
1177.87256554721,14521.2001953125
1223.92247358418,17743.80078125
1377.15107483589,14935.2001953125
1076.76598116765,21385.30078125
991.422076995566,16085.599609375
1205.87874133484,14858.400390625
2269.9257849009,29285.69921875
1154.58883156745,9758.7998046875
1322.67970361131,15613.099609375
1370.61009793739,19879.80078125
2002.03052929877,30937.400390625
1557.72522479647,18768.0
1872.37090495507,21527.80078125
1069.86098526658,12459.7998046875
1339.0330372417,13902.7001953125
962.079493519868,13185.2998046875
1399.52303425241,19641.19921875
1958.90335846922,22702.099609375
1096.9230738155,16421.80078125
1047.44167106704,11358.2001953125
1864.5325184251,21872.0
1976.53983958467,22058.30078125
1449.15742080574,19807.30078125
1197.18808013369,17039.80078125
1105.45395440761,10861.0
1200.12106825885,19858.80078125
1855.10122841767,23765.900390625
1097.36731739165,44625.5
2146.15107872072,37685.1015625
1489.18168340639,11634.2001953125
1811.74541755345,23704.400390625
963.671171344121,16146.099609375
1413.39442013794,22093.900390625
1073.89438712588,9987.0
1243.34785126725,16642.80078125
1772.84931301864,20818.30078125
2041.93044381038,32501.69921875
1143.61589267123,14824.7998046875
1001.78597767076,10962.0
1224.15389919433,16507.19921875
1489.82704553156,23924.80078125
1569.07321357413,33408.69921875
1076.34313081112,21546.30078125
1309.43083813208,23008.80078125
1134.51564045279,14709.7001953125
1050.09443029979,20412.5
1660.86862196058,19783.30078125
1078.02428131951,31411.80078125
1053.12257368305,13455.2998046875
1097.22469592752,13989.5
2003.16838116725,26378.69921875
1270.35144273127,21006.30078125
1107.92776827209,14869.599609375
1650.53213134802,14574.7998046875
1603.88243320059,20013.400390625
1127.86691749507,11658.5
985.443674919237,10638.900390625
1014.68285783344,11883.7001953125
1551.61601209601,25265.19921875
1085.85419970005,12534.0
2238.98717810322,21242.099609375
