DNA content,Total MTBP (GFP)
1048.15968100051,7294.2998046875
1688.18107803285,18758.19921875
1739.78754059679,12470.900390625
1965.34516888094,16717.400390625
1016.44646137578,9875.900390625
991.944428107929,8568.099609375
1185.31094343951,10202.2998046875
1129.40800926877,8935.5
1142.76807492081,6258.2998046875
1505.74393519712,9903.099609375
965.346973547606,9446.7998046875
1817.0459219831,12412.2998046875
1870.83638713949,14764.5
1202.3417290245,13230.599609375
1946.67668776491,30818.30078125
1299.79564400016,12590.7001953125
2133.76017048663,16432.400390625
1065.19871188889,8534.7001953125
1515.7530649803,19093.5
2033.47143106543,16711.900390625
954.824629339608,8911.099609375
1034.11324955236,9241.5
1878.85773026641,15341.400390625
1772.60719079868,14722.7001953125
1312.77063169906,10314.400390625
1461.9234903443,10095.900390625
1921.63057589602,15821.400390625
1012.98610810242,7943.89990234375
1792.64060389561,13344.7998046875
1738.61871312907,15709.2001953125
1124.83119734654,8892.7998046875
1169.90715677575,10125.2001953125
1222.7669054557,11409.400390625
1779.33535836884,15668.900390625
1908.8724173918,16987.400390625
1864.52137612322,16111.400390625
1221.39172255707,11258.900390625
1141.19244201127,17500.099609375
1166.19721594016,12054.2001953125
1673.52026005878,12850.400390625
1429.54552098912,6885.89990234375
1134.07596522042,10464.400390625
2000.81757831558,16082.900390625
1756.39157601959,14100.400390625
1782.70913595656,14868.599609375
1098.92267131176,7992.7998046875
1856.9664497532,11926.0
1119.18918136411,10732.2998046875
1751.18945811558,13934.400390625
1845.26970692654,16901.30078125
835.111793600049,6372.39990234375
1097.0525473634,10220.5
914.904937242148,8224.7001953125
1201.28165042317,8778.7998046875
1184.32150703214,10252.900390625
1121.1729567917,9957.900390625
1710.76407264707,12236.400390625
2136.8427997261,20478.900390625
921.663411873436,8796.7998046875
1552.84289095655,12785.400390625
1885.28884406832,14060.400390625
2069.23064335058,15326.900390625
1074.19344650847,7933.89990234375
1015.72265744534,8761.900390625
1074.44704529937,10210.7998046875
1946.49595962834,17083.80078125
1167.04759642002,8604.5
1464.99809712641,11470.7998046875
1938.76520773458,18738.400390625
1802.96706643647,16091.099609375
1564.88939063938,14796.2998046875
1462.35425173517,8432.5
1662.9377474206,18557.099609375
1640.14037491811,11728.2998046875
891.617693437293,7239.39990234375
911.121902906196,6495.7001953125
1413.41859893303,10571.0
962.417439536036,7042.7001953125
1934.1774763565,17713.80078125
1019.031029721,10021.099609375
1406.00584833506,14138.0
1070.22611849934,12010.099609375
1011.98196385655,7991.7998046875
1115.00602696748,8259.099609375
1685.49121493483,8342.2001953125
2277.97810362706,16450.900390625
1792.42878873678,13856.599609375
1652.05327840134,13835.0
1009.39204720643,7798.5
1740.82901155397,15345.5
931.178046298966,6686.2001953125
2013.87858458503,16034.2001953125
1146.65339558806,13255.400390625
1167.06854394756,7996.39990234375
1002.83391116303,7249.89990234375
1823.89030376192,16149.400390625
1831.10951257615,18232.099609375
1043.05249550856,10761.2998046875
1916.34578211202,12854.2998046875
1131.15155666771,10451.0
2082.4705949883,15774.2998046875
1940.74764608593,16974.900390625
2022.91967118045,11565.099609375
1897.68131222468,14919.5
1692.96558246222,14187.400390625
1810.53135234007,13797.400390625
1058.15744563576,7446.2001953125
1862.89549143218,14810.2998046875
1933.63261779433,16909.69921875
1158.8849689052,8796.400390625
2257.4916445355,18664.900390625
2034.73229394672,13805.400390625
1996.6637281729,12574.900390625
2350.75404838811,30564.900390625
1183.03936235424,12777.599609375
1220.27392683198,10411.7998046875
1845.83194747965,19458.80078125
1178.62132823387,10337.7998046875
1973.37230600484,19900.900390625
1237.1021453687,11704.599609375
1235.82323195835,10267.2998046875
1060.15592890183,12867.2001953125
1929.37848693468,18729.30078125
1562.24989074588,10962.7001953125
2009.70935806575,20202.400390625
1738.38026786873,11968.900390625
882.355877841531,5413.60009765625
1366.46627586641,10441.7998046875
1261.5902507592,11631.7998046875
946.795486601369,8935.0
1958.81422005414,15609.2998046875
1821.96535968829,14454.900390625
1656.87990073183,13845.099609375
892.895214059903,7684.7998046875
1908.01022607195,17656.900390625
1519.35069141289,15805.7001953125
1285.21973036645,8418.7998046875
1051.92533334552,8522.2001953125
1379.50254622567,9243.900390625
1857.77181533344,13819.400390625
1805.04933981271,14167.900390625
1359.47604135591,10965.900390625
1696.35005665975,16980.599609375
1760.28157645364,14907.7998046875
1883.63020100974,13272.7998046875
1897.73657804202,19038.0
1179.29164911527,7962.2998046875
1044.53041043056,11680.900390625
1824.21521328488,18120.30078125
906.074495863858,6559.2998046875
1097.65757435575,11535.400390625
1315.01480272169,9479.900390625
1697.39041338674,11920.900390625
1837.85472786819,16820.5
1589.25270224877,12839.900390625
1301.11277550597,11046.2001953125
1900.20103237292,17706.400390625
992.142983927517,9730.2998046875
1628.20797240658,11873.2001953125
1681.45926157477,14365.2001953125
1875.54044414925,15150.5
1958.6094245455,15504.599609375
1992.96381540901,20903.69921875
2135.33680620334,18241.30078125
964.154635822906,6579.2998046875
850.204710041222,6319.89990234375
1474.09478380824,17342.5
1063.36669461298,9253.0
1983.588236911,13536.400390625
1421.97020420665,12756.400390625
1970.65291580682,12461.900390625
1425.07077255216,16259.0
1856.57524353402,18907.900390625
1991.40344745305,15083.900390625
2080.49461917204,20940.19921875
1029.38144821091,9113.2001953125
1068.65761666301,12921.2001953125
997.917370456333,7255.89990234375
1037.50730612951,8293.400390625
2207.82193688519,16384.900390625
1108.37802869126,8738.5
1142.04170826093,10213.0
1058.22953632896,10905.900390625
925.039585056062,7632.2001953125
980.858060578518,6329.7001953125
1877.34995397535,13822.2001953125
1590.23500758294,13215.0
1717.30828081312,12948.099609375
1956.6113869715,13704.2001953125
1681.64723220756,11680.7998046875
1132.72351261763,9985.900390625
2017.88647057302,13500.2998046875
1252.44353514191,10277.900390625
2196.14235320343,17051.19921875
1718.11230931713,12020.7998046875
963.320634526823,7586.2998046875
1080.62745730887,9386.599609375
956.445945686876,5555.7001953125
1840.01477451159,35486.3984375
1573.95655022122,13274.900390625
1023.75146591452,8180.39990234375
1043.53339725791,10770.400390625
1966.40123625359,18422.5
1031.63665011241,8946.900390625
2301.79143121541,15524.0
1857.09904314563,16468.900390625
1462.83303644716,11710.2001953125
1682.15097567578,16094.5
1377.21102042003,13405.2998046875
1014.183682709,8084.89990234375
1384.32281744408,11757.7998046875
1169.65890628976,8951.900390625
2018.90888819397,15927.0
1913.2805348635,18022.69921875
1528.7416462875,12104.400390625
1048.48414483139,7634.89990234375
2058.47230518866,18502.0
1655.72856667807,11032.400390625
1262.70303244844,8908.5
1043.35266912133,9393.900390625
2038.90441746449,14483.2998046875
1251.34323283077,10549.7001953125
983.696227714633,9419.5
1531.87185315602,7909.10009765625
1096.86713946004,8160.2998046875
1892.1507192611,31569.900390625
1145.60869336333,7038.2001953125
1446.69006947636,16129.0
2019.90033021569,15850.5
1628.12741356396,12185.900390625
2151.18517071231,20919.0
1901.03403086183,14450.0
1755.61462330916,15072.900390625
898.078780031274,8110.7001953125
1990.76254224863,10602.7998046875
1560.07413345682,12866.2001953125
1602.8302656336,12717.2001953125
1716.68676321398,17864.0
1618.04552454947,12912.099609375
1913.85525479472,14171.2001953125
1790.43710227485,14957.2998046875
1798.66056675797,15586.400390625
1301.97853236243,8836.2998046875
1912.73567630133,14754.2001953125
1855.56519386816,16030.7001953125
1216.3264321202,8078.5
1442.11303470809,12012.2998046875
1923.19027531386,16546.19921875
1744.3139893145,14024.900390625
1052.31319687413,9114.900390625
1044.78456633656,9349.400390625
1163.05519823165,8806.5
1438.80778227696,10861.900390625
2314.65945281621,20751.19921875
1555.52417448213,12499.900390625
1244.62041356552,12203.400390625
1481.73784578617,10700.900390625
1908.32577606133,17489.0
928.564117988285,7935.89990234375
1869.3988073503,15305.5
995.463612735247,7695.39990234375
1951.95657893608,16196.900390625
1437.371539564,10342.2998046875
1833.48304572366,15283.2001953125
1549.48270697713,12300.2001953125
891.452230254303,6506.0
1089.02685873875,8528.099609375
1698.03622120399,11232.2998046875
1901.38011075838,11918.900390625
2170.97456739796,17273.30078125
1018.40706081544,8057.89990234375
1036.05824976938,8588.5
2084.43810265513,15626.7001953125
921.06011193788,7291.2998046875
1882.01635000473,17556.900390625
1561.47717211016,11903.7998046875
1720.92161789136,12147.599609375
1039.04940071038,10126.400390625
1682.74140625266,16449.400390625
1088.04912174835,10085.0
1019.33198329491,7917.39990234375
993.414097726543,8062.0
1059.41151171291,9570.900390625
